,file,width,height,depth,name,xmin,ymin,xmax,ymax
1398,DSC03422,1000,1000,3,200,618,573,775,902
1399,five_698,1000,1000,3,5,206,355,296,456
1400,five_698,1000,1000,3,5,183,682,349,761
1401,ten_888,1000,1000,3,10,292,759,510,939
1402,five_73,1000,1000,3,5,563,664,713,844
1403,DSC03491,1000,1000,3,200,235,75,608,390
1404,fifteen_419,1000,1000,3,50,504,639,621,735
1405,hundred_836,1000,1000,3,100,235,648,447,859
1406,hundred_836,1000,1000,3,100,721,208,896,458
1407,hundred_276,1000,1000,3,100,307,188,532,641
1408,DSC03565,1000,1000,3,200,275,148,550,427
1409,ten_550,1000,1000,3,10,344,648,503,838
1410,fifteen_804,1000,1000,3,50,156,573,246,656
1411,fifteen_804,1000,1000,3,50,698,576,815,682
1412,IMG_3979,1000,1000,3,200,416,664,661,844
1413,fifteen_30,1000,1000,3,50,321,533,399,615
1414,fifteen_30,1000,1000,3,50,366,273,459,342
1415,five_72,1000,1000,3,5,76,739,363,853
1416,five_72,1000,1000,3,5,721,356,933,467
1417,fifteen_317,1000,1000,3,50,630,556,798,735
1418,fifteen_317,1000,1000,3,50,499,115,675,224
1419,five_545,1000,1000,3,5,455,278,643,424
1420,five_545,1000,1000,3,5,555,730,655,838
1421,hundred_258,1000,1000,3,100,383,121,604,565
1422,fifteen_445,1000,1000,3,50,181,451,353,742
1423,ten_675,1000,1000,3,10,655,242,783,481
1424,DSC03455,1000,1000,3,200,619,421,781,656
1425,hundred_109,1000,1000,3,100,327,228,516,576
1426,fifteen_990,1000,1000,3,50,498,676,659,785
1427,DSC03777,1000,1000,3,200,358,101,607,342
1428,hundred_266,1000,1000,3,100,575,655,719,819
1429,fifteen_493,1000,1000,3,50,310,215,503,362
1430,fifteen_493,1000,1000,3,50,381,670,569,844
1431,IMG_4218,1000,1000,3,200,355,624,707,845
1432,fifteen_685,1000,1000,3,50,487,655,655,795
1433,fifteen_685,1000,1000,3,50,441,261,601,378
1434,ten_137,1000,1000,3,10,418,567,549,768
1435,ten_137,1000,1000,3,10,806,598,899,790
1436,fifteen_1,1000,1000,3,50,221,521,307,588
1437,fifteen_1,1000,1000,3,50,790,567,866,618
1438,ten_192,1000,1000,3,10,403,495,616,707
1439,hundred_964,1000,1000,3,100,321,167,586,425
1440,hundred_691,1000,1000,3,100,241,641,386,788
1441,DSC03867,1000,1000,3,200,464,113,707,308
1442,fifteen_216,1000,1000,3,50,436,305,630,518
1443,hundred_253,1000,1000,3,100,386,348,513,545
1444,fifteen_626,1000,1000,3,50,335,364,509,547
1445,five_709,1000,1000,3,5,167,762,383,835
1446,five_709,1000,1000,3,5,758,441,950,547
1447,DSC03787,1000,1000,3,200,167,582,558,915
1448,five_892,1000,1000,3,5,609,158,792,302
1449,five_892,1000,1000,3,5,713,665,850,845
1450,hundred_547,1000,1000,3,100,521,525,753,781
1451,hundred_822,1000,1000,3,100,459,578,686,841
1452,five_150,1000,1000,3,5,492,384,721,508
1453,IMG_4101,1000,1000,3,200,291,651,747,944
1454,hundred_74,1000,1000,3,100,412,135,521,335
1455,hundred_74,1000,1000,3,100,615,191,719,451
1456,fifteen_832,1000,1000,3,50,381,111,624,325
1457,five_196,1000,1000,3,5,415,719,638,848
1458,five_884,1000,1000,3,5,167,667,439,801
1459,hundred_618,1000,1000,3,100,363,199,707,479
1460,hundred_104,1000,1000,3,100,126,651,263,798
1461,hundred_104,1000,1000,3,100,755,693,921,851
1462,fifteen_799,1000,1000,3,50,346,375,506,511
1463,five_291,1000,1000,3,5,669,268,909,391
1464,five_291,1000,1000,3,5,79,705,190,799
1465,ten_422,1000,1000,3,10,355,399,566,618
1466,fifteen_108,1000,1000,3,50,250,185,478,379
1467,fifteen_108,1000,1000,3,50,333,761,496,888
1468,fifteen_49,1000,1000,3,50,129,473,310,653
1469,fifteen_49,1000,1000,3,50,629,131,796,304
1470,fifteen_836,1000,1000,3,50,236,342,396,510
1471,ten_26,1000,1000,3,10,466,158,726,318
1472,IMG_4201,1000,1000,3,200,513,324,759,919
1473,five_782,1000,1000,3,5,136,355,221,424
1474,five_782,1000,1000,3,5,198,645,343,756
1475,IMG_4222,1000,1000,3,200,31,699,247,875
1476,IMG_4222,1000,1000,3,200,44,244,275,464
1477,IMG_4222,1000,1000,3,200,804,642,991,879
1478,five_729,1000,1000,3,5,704,299,932,370
1479,five_729,1000,1000,3,5,547,755,749,842
1480,ten_754,1000,1000,3,10,355,679,569,830
1481,ten_754,1000,1000,3,10,296,176,507,321
1482,IMG_3989,1000,1000,3,200,502,619,650,856
1483,DSC03292,1000,1000,3,200,85,211,305,851
1484,DSC03292,1000,1000,3,200,642,195,884,798
1485,fifteen_364,1000,1000,3,50,393,658,524,784
1486,fifteen_364,1000,1000,3,50,412,235,575,367
1487,fifteen_553,1000,1000,3,50,186,636,363,787
1488,fifteen_553,1000,1000,3,50,696,341,858,533
1489,hundred_870,1000,1000,3,100,221,641,424,825
1490,hundred_870,1000,1000,3,100,703,215,895,405
1491,fifteen_400,1000,1000,3,50,267,448,466,659
1492,hundred_102,1000,1000,3,100,261,282,401,813
1493,hundred_102,1000,1000,3,100,847,161,970,355
1494,hundred_102,1000,1000,3,100,727,341,858,513
1495,hundred_801,1000,1000,3,100,275,693,407,791
1496,hundred_801,1000,1000,3,100,741,701,879,816
1497,IMG_3902,1000,1000,3,200,282,198,553,435
1498,IMG_4007,1000,1000,3,200,513,265,639,551
1499,ten_152,1000,1000,3,10,256,673,441,841
1500,ten_152,1000,1000,3,10,323,195,495,304
1501,fifteen_704,1000,1000,3,50,279,644,436,791
1502,ten_442,1000,1000,3,10,636,648,849,815
1503,five_513,1000,1000,3,5,652,196,846,425
1504,hundred_816,1000,1000,3,100,487,225,639,730
1505,fifteen_705,1000,1000,3,50,584,368,732,593
1506,five_624,1000,1000,3,5,319,322,536,475
1507,DSC03815,1000,1000,3,200,436,364,530,751
1508,five_130,1000,1000,3,5,155,242,330,451
1509,ten_995,1000,1000,3,10,599,662,844,799
1510,ten_108,1000,1000,3,10,178,570,423,738
1511,ten_108,1000,1000,3,10,689,171,907,351
1512,hundred_226,1000,1000,3,100,270,645,467,881
1513,hundred_226,1000,1000,3,100,295,230,466,424
1514,five_547,1000,1000,3,5,367,285,470,524
1515,five_144,1000,1000,3,5,712,305,956,430
1516,five_144,1000,1000,3,5,19,745,270,844
1517,five_286,1000,1000,3,5,226,170,347,547
1518,IMG_4132,1000,1000,3,200,459,168,644,362
1519,DSC03586,1000,1000,3,200,413,661,690,881
1520,hundred_1020,1000,1000,3,100,315,731,447,878
1521,fifteen_503,1000,1000,3,50,569,211,719,445
1522,five_175,1000,1000,3,5,333,185,498,336
1523,five_370,1000,1000,3,5,115,695,258,824
1524,five_370,1000,1000,3,5,881,678,992,810
1525,ten_578,1000,1000,3,10,158,213,370,351
1526,hundred_321,1000,1000,3,100,506,227,750,504
1527,ten_103,1000,1000,3,10,664,411,864,542
1528,ten_103,1000,1000,3,10,229,731,443,867
1529,DSC03685,1000,1000,3,200,591,276,748,788
1530,hundred_729,1000,1000,3,100,132,618,278,735
1531,hundred_729,1000,1000,3,100,807,655,958,776
1532,five_64,1000,1000,3,5,47,611,252,733
1533,five_64,1000,1000,3,5,670,138,910,311
1534,five_64,1000,1000,3,5,770,511,959,698
1535,hundred_517,1000,1000,3,100,455,690,681,890
1536,IMG_4256,1000,1000,3,200,211,236,485,473
1537,five_519,1000,1000,3,5,53,422,201,559
1538,five_519,1000,1000,3,5,66,830,215,919
1539,five_519,1000,1000,3,5,727,425,883,564
1540,ten_845,1000,1000,3,10,519,696,664,861
1541,fifteen_637,1000,1000,3,50,358,659,624,916
1542,fifteen_637,1000,1000,3,50,643,124,950,261
1543,ten_878,1000,1000,3,10,659,701,806,844
1544,five_506,1000,1000,3,5,92,561,283,650
1545,five_506,1000,1000,3,5,749,311,939,424
1546,five_899,1000,1000,3,5,173,215,366,350
1547,five_899,1000,1000,3,5,261,718,426,841
1548,hundred_996,1000,1000,3,100,509,528,719,707
1549,five_736,1000,1000,3,5,195,228,264,316
1550,five_736,1000,1000,3,5,856,330,921,411
1551,ten_178,1000,1000,3,10,135,570,261,682
1552,ten_178,1000,1000,3,10,723,565,830,695
1553,DSC03555,1000,1000,3,200,310,185,655,541
1554,DSC03794,1000,1000,3,200,302,101,473,368
1555,hundred_78,1000,1000,3,100,183,607,352,755
1556,hundred_78,1000,1000,3,100,764,622,895,819
1557,ten_947,1000,1000,3,10,284,756,424,881
1558,IMG_3972,1000,1000,3,200,335,536,598,782
1559,hundred_825,1000,1000,3,100,264,170,487,401
1560,five_638,1000,1000,3,5,244,142,341,448
1561,five_114,1000,1000,3,5,50,307,179,405
1562,five_114,1000,1000,3,5,853,219,963,359
1563,ten_99,1000,1000,3,10,543,170,729,410
1564,DSC03448,1000,1000,3,200,756,262,955,488
1565,DSC03327,1000,1000,3,200,105,691,468,938
1566,DSC03327,1000,1000,3,200,651,230,947,508
1567,ten_950,1000,1000,3,10,833,225,1000,376
1568,ten_950,1000,1000,3,10,146,245,306,327
1569,ten_512,1000,1000,3,10,375,101,550,290
1570,ten_512,1000,1000,3,10,287,701,501,888
1571,ten_989,1000,1000,3,10,179,598,406,779
1572,hundred_190,1000,1000,3,100,518,615,747,835
1573,DSC03853,1000,1000,3,200,490,628,681,781
1574,fifteen_278,1000,1000,3,50,278,388,452,555
1575,five_863,1000,1000,3,5,275,404,475,484
1576,ten_556,1000,1000,3,10,470,116,741,299
1577,DSC03309,1000,1000,3,200,98,241,411,688
1578,DSC03309,1000,1000,3,200,715,596,987,899
1579,five_442,1000,1000,3,5,436,318,703,439
1580,five_417,1000,1000,3,5,355,227,466,465
1581,five_417,1000,1000,3,5,672,408,784,547
1582,ten_624,1000,1000,3,10,72,571,209,733
1583,ten_624,1000,1000,3,10,766,551,923,707
1584,ten_116,1000,1000,3,10,247,210,532,398
1585,hundred_227,1000,1000,3,100,584,227,721,655
1586,hundred_685,1000,1000,3,100,644,576,929,858
1587,DSC03717,1000,1000,3,200,353,654,548,933
1588,five_165,1000,1000,3,5,607,190,856,324
1589,fifteen_654,1000,1000,3,50,473,433,676,598
1590,fifteen_654,1000,1000,3,50,355,75,521,188
1591,ten_582,1000,1000,3,10,116,188,367,399
1592,hundred_186,1000,1000,3,100,146,682,289,815
1593,hundred_186,1000,1000,3,100,773,670,941,856
1594,fifteen_506,1000,1000,3,50,258,570,418,728
1595,fifteen_506,1000,1000,3,50,650,341,818,487
1596,hundred_390,1000,1000,3,100,415,167,552,350
1597,hundred_390,1000,1000,3,100,352,533,518,681
1598,five_205,1000,1000,3,5,475,182,743,484
1599,ten_566,1000,1000,3,10,406,824,681,976
1600,fifteen_887,1000,1000,3,50,610,133,787,359
1601,fifteen_887,1000,1000,3,50,7,615,204,796
1602,ten_786,1000,1000,3,10,332,88,590,313
1603,fifteen_297,1000,1000,3,50,189,145,421,331
1604,fifteen_297,1000,1000,3,50,176,744,347,868
1605,five_359,1000,1000,3,5,239,564,343,659
1606,five_359,1000,1000,3,5,523,502,635,713
1607,five_854,1000,1000,3,5,326,304,484,444
1608,five_854,1000,1000,3,5,427,778,504,898
1609,ten_126,1000,1000,3,10,621,318,815,490
1610,ten_126,1000,1000,3,10,547,784,678,950
1611,hundred_921,1000,1000,3,100,529,305,663,825
1612,five_571,1000,1000,3,5,92,225,227,355
1613,five_571,1000,1000,3,5,86,559,252,647
1614,five_571,1000,1000,3,5,858,530,984,659
1615,ten_488,1000,1000,3,10,141,191,372,358
1616,hundred_877,1000,1000,3,100,67,565,263,722
1617,hundred_877,1000,1000,3,100,784,619,983,830
1618,five_79,1000,1000,3,5,729,725,909,945
1619,five_79,1000,1000,3,5,561,202,750,356
1620,fifteen_399,1000,1000,3,50,495,245,610,350
1621,fifteen_399,1000,1000,3,50,549,648,683,785
1622,DSC03613,1000,1000,3,200,336,173,685,493
1623,ten_327,1000,1000,3,10,230,168,403,364
1624,hundred_984,1000,1000,3,100,459,313,581,522
1625,hundred_553,1000,1000,3,100,238,176,470,387
1626,hundred_77,1000,1000,3,100,144,539,263,659
1627,hundred_77,1000,1000,3,100,616,511,778,675
1628,ten_656,1000,1000,3,10,216,611,338,782
1629,IMG_4044,1000,1000,3,200,184,613,447,790
1630,IMG_4044,1000,1000,3,200,681,233,956,418
1631,DSC03548,1000,1000,3,200,378,750,695,981
1632,ten_15,1000,1000,3,10,336,184,519,336
1633,ten_15,1000,1000,3,10,333,668,506,821
1634,ten_39,1000,1000,3,10,349,684,553,868
1635,ten_295,1000,1000,3,10,249,704,463,847
1636,ten_295,1000,1000,3,10,686,359,936,541
1637,DSC03881,1000,1000,3,200,295,753,519,931
1638,hundred_960,1000,1000,3,100,139,625,307,747
1639,hundred_960,1000,1000,3,100,812,638,956,738
1640,ten_403,1000,1000,3,10,410,316,632,516
1641,DSC03499,1000,1000,3,200,268,168,664,944
1642,hundred_651,1000,1000,3,100,155,570,398,768
1643,hundred_651,1000,1000,3,100,647,190,827,330
1644,ten_543,1000,1000,3,10,216,593,392,745
1645,ten_543,1000,1000,3,10,696,261,855,407
1646,fifteen_862,1000,1000,3,50,679,561,823,739
1647,fifteen_862,1000,1000,3,50,287,430,398,722
1648,five_1049,1000,1000,3,5,39,231,221,395
1649,five_1049,1000,1000,3,5,99,765,264,893
1650,five_1049,1000,1000,3,5,924,111,1000,224
1651,IMG_4216,1000,1000,3,200,93,567,399,771
1652,IMG_4216,1000,1000,3,200,731,81,930,296
1653,ten_350,1000,1000,3,10,486,388,579,510
1654,ten_350,1000,1000,3,10,532,747,695,902
1655,five_596,1000,1000,3,5,247,650,447,773
1656,ten_788,1000,1000,3,10,293,635,421,767
1657,fifteen_296,1000,1000,3,50,590,579,767,742
1658,fifteen_296,1000,1000,3,50,543,176,686,302
1659,five_586,1000,1000,3,5,316,519,567,662
1660,hundred_566,1000,1000,3,100,575,267,712,588
1661,DSC03810,1000,1000,3,200,385,565,551,882
1662,ten_508,1000,1000,3,10,484,159,661,304
1663,hundred_67,1000,1000,3,100,96,205,292,378
1664,hundred_67,1000,1000,3,100,739,728,881,899
1665,hundred_67,1000,1000,3,100,63,668,207,838
1666,ten_958,1000,1000,3,10,595,651,816,836
1667,fifteen_970,1000,1000,3,50,733,256,866,373
1668,DSC03770,1000,1000,3,200,175,764,355,913
1669,DSC03770,1000,1000,3,200,664,248,915,482
1670,DSC03388,1000,1000,3,200,624,101,918,699
1671,ten_62,1000,1000,3,10,729,196,916,456
1672,fifteen_620,1000,1000,3,50,264,598,461,796
1673,five_798,1000,1000,3,5,324,219,532,344
1674,DSC03674,1000,1000,3,200,368,416,551,839
1675,hundred_676,1000,1000,3,100,595,575,735,822
1676,hundred_123,1000,1000,3,100,593,295,755,619
1677,hundred_123,1000,1000,3,100,369,284,521,538
1678,hundred_955,1000,1000,3,100,606,307,726,604
1679,hundred_677,1000,1000,3,100,193,628,309,748
1680,hundred_677,1000,1000,3,100,752,644,879,759
1681,hundred_51,1000,1000,3,100,473,131,675,436
1682,hundred_51,1000,1000,3,100,489,647,678,851
1683,fifteen_226,1000,1000,3,50,192,719,312,838
1684,fifteen_226,1000,1000,3,50,196,241,376,378
1685,DSC03846,1000,1000,3,200,473,185,607,373
1686,five_550,1000,1000,3,5,81,636,190,755
1687,five_550,1000,1000,3,5,807,647,909,781
1688,ten_921,1000,1000,3,10,424,715,609,867
1689,ten_921,1000,1000,3,10,847,375,990,510
1690,five_347,1000,1000,3,5,518,119,830,331
1691,five_649,1000,1000,3,5,421,707,644,867
1692,fifteen_540,1000,1000,3,50,264,176,406,305
1693,fifteen_640,1000,1000,3,50,512,262,653,408
1694,fifteen_640,1000,1000,3,50,592,670,709,804
1695,fifteen_342,1000,1000,3,50,421,550,624,756
1696,fifteen_487,1000,1000,3,50,624,555,901,781
1697,fifteen_487,1000,1000,3,50,670,13,821,128
1698,five_597,1000,1000,3,5,239,621,373,756
1699,five_597,1000,1000,3,5,610,459,736,744
1700,fifteen_138,1000,1000,3,50,529,441,639,561
1701,fifteen_138,1000,1000,3,5,764,644,861,756
1702,fifteen_138,1000,1000,3,10,435,25,667,107
1703,fifteen_195,1000,1000,3,50,286,364,507,636
1704,five_810,1000,1000,3,5,266,124,369,436
1705,five_810,1000,1000,3,5,721,447,816,804
1706,five_681,1000,1000,3,5,739,278,932,322
1707,five_681,1000,1000,3,5,590,687,743,762
1708,ten_274,1000,1000,3,10,319,145,503,298
1709,DSC03587,1000,1000,3,200,739,633,936,835
1710,fifteen_377,1000,1000,3,50,476,110,653,304
1711,fifteen_377,1000,1000,3,50,246,619,447,841
1712,ten_694,1000,1000,3,10,393,690,655,868
1713,five_138,1000,1000,3,5,459,211,666,367
1714,hundred_731,1000,1000,3,100,298,628,487,810
1715,ten_364,1000,1000,3,10,570,750,746,913
1716,ten_364,1000,1000,3,10,633,96,819,230
1717,hundred_489,1000,1000,3,100,369,247,490,581
1718,ten_304,1000,1000,3,10,458,135,713,285
1719,IMG_4033,1000,1000,3,200,319,658,553,861
1720,DSC03595,1000,1000,3,200,482,121,758,396
1721,hundred_506,1000,1000,3,100,364,179,526,925
1722,ten_77,1000,1000,3,10,167,264,347,351
1723,ten_77,1000,1000,3,10,823,281,949,402
1724,IMG_4020,1000,1000,3,200,619,201,804,656
1725,five_978,1000,1000,3,5,70,250,223,338
1726,five_978,1000,1000,3,5,112,619,218,722
1727,five_978,1000,1000,3,5,943,498,999,604
1728,hundred_710,1000,1000,3,100,183,724,903,830
1729,IMG_4232,1000,1000,3,200,299,524,675,741
1730,five_758,1000,1000,3,5,638,233,899,336
1731,DSC03705,1000,1000,3,200,575,73,776,642
1732,five_613,1000,1000,3,5,613,170,724,270
1733,ten_146,1000,1000,3,10,513,742,709,942
1734,ten_146,1000,1000,3,10,550,182,735,362
1735,ten_773,1000,1000,3,10,229,695,392,831
1736,five_878,1000,1000,3,5,236,261,458,359
1737,five_878,1000,1000,3,5,699,284,916,404
1738,fifteen_647,1000,1000,3,50,435,893,630,991
1739,fifteen_647,1000,1000,3,50,61,499,179,698
1740,fifteen_947,1000,1000,3,50,412,148,576,308
1741,fifteen_947,1000,1000,3,50,464,601,643,751
1742,ten_485,1000,1000,3,10,406,108,704,347
1743,ten_636,1000,1000,3,10,484,618,735,853
1744,fifteen_110,1000,1000,3,50,158,328,524,396
1745,DSC03645,1000,1000,3,200,416,82,682,339
1746,fifteen_381,1000,1000,3,50,229,428,353,510
1747,fifteen_381,1000,1000,3,50,223,636,290,699
1748,fifteen_381,1000,1000,3,50,650,624,743,662
1749,ten_941,1000,1000,3,10,409,264,655,525
1750,five_42,1000,1000,3,5,239,167,375,441
1751,DSC03518,1000,1000,3,200,230,724,462,925
1752,ten_261,1000,1000,3,10,436,115,670,248
1753,DSC03823,1000,1000,3,200,571,653,715,899
1754,fifteen_529,1000,1000,3,50,201,496,363,664
1755,fifteen_529,1000,1000,3,50,633,238,783,379
1756,fifteen_912,1000,1000,3,50,452,435,690,733
1757,hundred_977,1000,1000,3,100,204,696,321,776
1758,hundred_977,1000,1000,3,100,783,725,875,805
1759,fifteen_244,1000,1000,3,50,444,515,589,641
1760,hundred_241,1000,1000,3,100,361,195,441,361
1761,ten_359,1000,1000,3,10,244,659,529,836
1762,fifteen_247,1000,1000,3,50,332,241,426,319
1763,fifteen_247,1000,1000,3,50,607,242,709,391
1764,hundred_791,1000,1000,3,100,599,245,758,499
1765,hundred_791,1000,1000,3,100,390,176,518,471
1766,five_441,1000,1000,3,5,604,388,789,630
1767,five_441,1000,1000,3,5,330,795,441,891
1768,IMG_4091,1000,1000,3,200,264,131,433,413
1769,IMG_4248,1000,1000,3,200,102,270,293,539
1770,IMG_4248,1000,1000,3,200,767,295,904,421
1771,hundred_648,1000,1000,3,100,158,596,312,716
1772,hundred_648,1000,1000,3,100,843,721,972,836
1773,fifteen_605,1000,1000,3,50,796,58,953,178
1774,five_628,1000,1000,3,5,590,593,746,748
1775,five_628,1000,1000,3,5,581,224,710,347
1776,DSC03886,1000,1000,3,200,236,319,398,753
1777,hundred_932,1000,1000,3,100,419,275,512,816
1778,DSC03466,1000,1000,3,200,621,130,810,659
1779,DSC03380,1000,1000,3,200,47,639,304,873
1780,DSC03380,1000,1000,3,200,753,605,978,876
1781,ten_264,1000,1000,3,5,779,628,861,761
1782,ten_264,1000,1000,3,10,283,376,370,455
1783,five_361,1000,1000,3,5,304,555,510,701
1784,five_361,1000,1000,3,5,292,99,463,216
1785,IMG_3965,1000,1000,3,200,128,275,330,491
1786,hundred_552,1000,1000,3,100,316,227,470,859
1787,five_325,1000,1000,3,5,563,101,889,236
1788,five_325,1000,1000,3,5,249,761,701,911
1789,hundred_22,1000,1000,3,100,433,350,632,693
1790,hundred_588,1000,1000,3,100,192,91,401,298
1791,hundred_588,1000,1000,3,100,824,239,959,361
1792,fifteen_159,1000,1000,3,50,578,285,710,407
1793,fifteen_159,1000,1000,3,50,566,599,664,695
1794,five_47,1000,1000,3,5,243,182,449,351
1795,five_691,1000,1000,3,5,241,605,489,724
1796,hundred_890,1000,1000,3,100,386,561,736,799
1797,ten_476,1000,1000,3,10,335,233,499,390
1798,fifteen_971,1000,1000,3,50,610,691,743,785
1799,fifteen_971,1000,1000,3,50,524,242,669,359
1800,fifteen_120,1000,1000,3,50,453,522,675,753
1801,fifteen_120,1000,1000,3,50,419,115,586,239
1802,DSC03473,1000,1000,3,200,365,328,541,561
1803,fifteen_716,1000,1000,3,50,46,575,146,659
1804,fifteen_716,1000,1000,3,50,755,590,884,695
1805,fifteen_162,1000,1000,3,50,141,304,258,373
1806,fifteen_162,1000,1000,3,50,130,602,219,662
1807,fifteen_162,1000,1000,3,50,769,625,863,704
1808,hundred_381,1000,1000,3,100,261,678,410,828
1809,hundred_381,1000,1000,3,100,281,211,429,313
1810,five_959,1000,1000,3,5,167,208,329,333
1811,five_959,1000,1000,3,5,246,570,495,699
1812,five_781,1000,1000,3,5,163,213,306,355
1813,five_781,1000,1000,3,5,189,788,299,938
1814,ten_121,1000,1000,3,10,276,471,399,661
1815,ten_121,1000,1000,3,10,661,598,781,853
1816,five_120,1000,1000,3,5,18,718,201,891
1817,DSC03457,1000,1000,3,200,98,602,365,825
1818,DSC03457,1000,1000,3,200,638,164,905,391
1819,DSC03269,1000,1000,3,200,522,33,939,945
1820,five_134,1000,1000,3,5,195,639,441,810
1821,five_481,1000,1000,3,5,475,536,587,633
1822,five_481,1000,1000,3,5,499,908,612,1000
1823,hundred_453,1000,1000,3,100,446,231,547,450
1824,DSC03558,1000,1000,3,200,488,659,778,902
1825,hundred_666,1000,1000,3,100,401,95,706,390
1826,hundred_249,1000,1000,3,100,319,155,481,479
1827,hundred_470,1000,1000,3,100,467,251,644,907
1828,IMG_4238,1000,1000,3,200,418,499,651,704
1829,five_824,1000,1000,3,5,558,319,815,439
1830,fifteen_105,1000,1000,3,50,763,482,927,681
1831,five_470,1000,1000,3,5,106,751,463,927
1832,five_470,1000,1000,3,5,433,162,750,258
1833,hundred_287,1000,1000,3,100,278,645,447,821
1834,hundred_287,1000,1000,3,100,732,238,935,478
1835,fifteen_807,1000,1000,3,50,219,558,398,702
1836,fifteen_807,1000,1000,3,50,684,273,833,428
1837,ten_64,1000,1000,3,10,432,365,618,504
1838,ten_539,1000,1000,3,10,541,356,799,513
1839,ten_539,1000,1000,3,10,121,682,378,835
1840,DSC03642,1000,1000,3,200,216,619,467,833
1841,DSC03710,1000,1000,3,200,330,386,492,724
1842,five_273,1000,1000,3,5,224,202,399,376
1843,five_273,1000,1000,3,5,626,82,772,299
1844,DSC03827,1000,1000,3,200,302,231,570,456
1845,five_383,1000,1000,3,5,349,161,555,373
1846,five_383,1000,1000,3,5,693,593,832,756
1847,DSC03811,1000,1000,3,200,236,470,411,673
1848,ten_55,1000,1000,3,10,395,330,544,470
1849,ten_545,1000,1000,3,10,398,367,803,482
1850,IMG_4074,1000,1000,3,200,442,299,662,542
1851,fifteen_496,1000,1000,3,50,710,161,889,324
1852,fifteen_496,1000,1000,3,50,570,662,812,905
1853,hundred_48,1000,1000,3,100,455,191,704,473
1854,hundred_910,1000,1000,3,100,195,213,403,418
1855,hundred_60,1000,1000,3,100,524,399,699,801
1856,ten_487,1000,1000,3,10,596,362,776,499
1857,five_672,1000,1000,3,5,69,608,281,705
1858,five_672,1000,1000,3,5,733,245,923,322
1859,five_440,1000,1000,3,5,155,338,447,530
1860,DSC03339,1000,1000,3,200,47,535,308,810
1861,DSC03339,1000,1000,3,200,676,616,924,876
1862,fifteen_937,1000,1000,3,50,184,521,276,610
1863,fifteen_937,1000,1000,3,50,730,550,836,658
1864,hundred_18,1000,1000,3,100,619,610,792,836
1865,hundred_18,1000,1000,3,100,587,231,744,387
1866,ten_729,1000,1000,3,10,358,678,576,813
1867,ten_205,1000,1000,3,10,373,630,579,784
1868,fifteen_725,1000,1000,3,50,401,110,653,319
1869,five_223,1000,1000,3,5,618,293,778,691
1870,five_598,1000,1000,3,5,67,442,196,547
1871,five_678,1000,1000,3,5,579,190,853,371
1872,ten_317,1000,1000,3,10,195,505,329,881
1873,ten_317,1000,1000,3,10,713,298,879,618
1874,fifteen_373,1000,1000,3,50,456,79,695,344
1875,hundred_778,1000,1000,3,100,361,227,573,478
1876,five_950,1000,1000,3,5,278,244,444,418
1877,five_950,1000,1000,3,5,378,658,523,802
1878,five_472,1000,1000,3,5,269,185,416,293
1879,five_472,1000,1000,3,5,327,581,516,770
1880,DSC03543,1000,1000,3,200,351,159,568,907
1881,five_99,1000,1000,3,5,363,198,623,893
1882,ten_319,1000,1000,3,10,338,76,626,318
1883,five_257,1000,1000,3,5,704,605,873,810
1884,five_257,1000,1000,3,5,572,179,796,335
1885,ten_965,1000,1000,3,10,598,619,744,765
1886,hundred_888,1000,1000,3,100,278,613,432,835
1887,five_889,1000,1000,3,5,301,665,524,768
1888,ten_618,1000,1000,3,10,353,339,619,548
1889,hundred_272,1000,1000,3,100,603,456,723,762
1890,five_616,1000,1000,3,5,533,325,669,456
1891,five_616,1000,1000,3,5,578,699,676,827
1892,five_1039,1000,1000,3,5,273,628,456,771
1893,five_1039,1000,1000,3,5,643,359,787,604
1894,IMG_3983,1000,1000,3,200,678,576,896,718
1895,IMG_4076,1000,1000,3,200,225,111,568,367
1896,ten_665,1000,1000,3,10,527,173,763,411
1897,hundred_107,1000,1000,3,100,601,279,726,621
1898,ten_269,1000,1000,3,10,267,178,413,316
1899,ten_269,1000,1000,3,10,284,673,406,801
1900,ten_117,1000,1000,3,10,289,675,601,855
1901,ten_523,1000,1000,3,10,489,695,713,842
1902,hundred_897,1000,1000,3,100,632,622,823,833
1903,five_26,1000,1000,3,5,196,168,376,344
1904,five_26,1000,1000,3,5,610,122,738,358
1905,ten_463,1000,1000,3,10,223,601,495,741
1906,ten_463,1000,1000,3,10,684,262,867,407
1907,five_449,1000,1000,3,5,203,748,463,916
1908,fifteen_802,1000,1000,3,50,424,268,610,436
1909,five_101,1000,1000,3,5,7,188,153,361
1910,five_101,1000,1000,3,5,6,653,223,848
1911,five_154,1000,1000,3,5,496,170,763,371
1912,five_265,1000,1000,3,5,259,702,473,787
1913,fifteen_384,1000,1000,3,50,183,473,435,716
1914,five_962,1000,1000,3,5,398,799,652,915
1915,five_962,1000,1000,3,5,589,307,881,391
1916,fifteen_355,1000,1000,3,50,372,482,559,662
1917,ten_520,1000,1000,3,10,52,696,238,839
1918,ten_520,1000,1000,3,10,733,685,878,844
1919,hundred_927,1000,1000,3,100,181,639,398,828
1920,hundred_927,1000,1000,3,100,647,242,839,447
1921,DSC03474,1000,1000,3,200,370,433,573,805
1922,five_644,1000,1000,3,5,547,150,796,279
1923,hundred_343,1000,1000,3,100,546,658,733,856
